Date,Price,Open,High,Low,Vol.,Change %,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,rolling_mean_1,rolling_mean_2,rolling_mean_3,rolling_mean_4,rolling_mean_5,rolling_mean_6,rolling_mean_7,rolling_mean_8,rolling_mean_9,rolling_mean_10
2022-07-05,5794.96,"5,979.20","5,981.51","5,786.50",104.29M,-2.68%,5954.65,5931.06,5922.86,6031.48,6086.02,6047.31,6073.35,5883.33,5916.63,5964.66,5954.65,5942.855,5936.19,5960.012500000001,5985.214,5995.563333333333,6006.675714285714,5991.2575,5982.965555555555,5981.135
2022-07-06,5912.38,"5,872.27","5,927.50","5,846.10",89.62M,2.03%,5794.96,5954.65,5931.06,5922.86,6031.48,6086.02,6047.31,6073.35,5883.33,5916.63,5794.96,5874.805,5893.556666666666,5900.8825,5927.002,5953.505,5966.905714285714,5980.211249999999,5969.446666666667,5964.165
2022-07-07,6006.7,"5,985.09","6,024.31","5,967.98",94.86M,1.60%,5912.38,5794.96,5954.65,5931.06,5922.86,6031.48,6086.02,6047.31,6073.35,5883.33,5912.38,5853.67,5887.329999999999,5898.262500000001,5903.181999999999,5924.565,5947.63,5960.09,5972.674444444445,5963.74
2022-07-08,6033.13,"6,007.64","6,053.17","5,952.89",76.86M,0.44%,6006.7,5912.38,5794.96,5954.65,5931.06,5922.86,6031.48,6086.02,6047.31,6073.35,6006.7,5959.54,5904.68,5917.1725,5919.95,5920.435,5936.2985714285705,5955.01375,5965.268888888889,5976.076999999999
2022-07-11,5996.3,"5,923.83","6,004.52","5,909.73",59.50M,-0.61%,6033.13,6006.7,5912.38,5794.96,5954.65,5931.06,5922.86,6031.48,6086.02,6047.31,6033.13,6019.915,5984.07,5936.7925000000005,5940.364,5938.813333333334,5936.534285714287,5948.4025,5963.693333333334,5972.055
2022-07-12,6044.2,"5,960.09","6,053.33","5,930.98",71.12M,0.80%,5996.3,6033.13,6006.7,5912.38,5794.96,5954.65,5931.06,5922.86,6031.48,6086.02,5996.3,6014.715,6012.043333333334,5987.1275,5948.6939999999995,5949.686666666667,5947.0257142857145,5944.005,5953.724444444444,5966.954
2022-07-13,6000.24,"6,015.53","6,025.73","5,922.94",70.80M,-0.73%,6044.2,5996.3,6033.13,6006.7,5912.38,5794.96,5954.65,5931.06,5922.86,6031.48,6044.2,6020.25,6024.543333333332,6020.0824999999995,5998.5419999999995,5964.611666666667,5963.18857142857,5959.172500000001,5955.137777777778,5962.772
2022-07-14,5915.41,"5,979.99","5,997.31","5,874.68",72.94M,-1.41%,6000.24,6044.2,5996.3,6033.13,6006.7,5912.38,5794.96,5954.65,5931.06,5922.86,6000.24,6022.219999999999,6013.579999999999,6018.467500000001,6016.114,5998.825,5969.7014285714295,5967.820000000001,5963.735555555556,5959.648
2022-07-15,6036.0,"5,935.28","6,043.80","5,901.38",76.21M,2.04%,5915.41,6000.24,6044.2,5996.3,6033.13,6006.7,5912.38,5794.96,5954.65,5931.06,5915.41,5957.825,5986.616666666666,5989.0375,5997.856,5999.330000000001,5986.908571428571,5962.915,5961.996666666666,5958.903
2022-07-18,6091.91,"6,070.21","6,136.02","6,059.87",59.88M,0.93%,6036.0,5915.41,6000.24,6044.2,5996.3,6033.13,6006.7,5912.38,5794.96,5954.65,6036.0,5975.705,5983.883333333334,5998.9625,5998.43,6004.213333333333,6004.568571428571,5993.045,5971.035555555555,5969.397
2022-07-19,6201.22,"6,031.60","6,213.88","6,028.79",74.72M,1.79%,6091.91,6036.0,5915.41,6000.24,6044.2,5996.3,6033.13,6006.7,5912.38,5794.96,6091.91,6063.955,6014.44,6010.889999999999,6017.552000000001,6014.009999999999,6016.7414285714285,6015.48625,6004.030000000001,5983.1230000000005
2022-07-20,6184.66,"6,229.79","6,245.47","6,151.36",76.81M,-0.27%,6201.22,6091.91,6036.0,5915.41,6000.24,6044.2,5996.3,6033.13,6006.7,5912.38,6201.22,6146.5650000000005,6109.71,6061.135,6048.956,6048.163333333334,6040.754285714285,6039.80125,6036.123333333333,6023.749000000001
2022-07-21,6201.11,"6,160.37","6,233.98","6,143.06",78.63M,0.27%,6184.66,6201.22,6091.91,6036.0,5915.41,6000.24,6044.2,5996.3,6033.13,6006.7,6184.66,6192.9400000000005,6159.263333333333,6128.447499999999,6085.84,6071.573333333334,6067.662857142857,6058.742499999999,6055.8966666666665,6050.977
2022-07-22,6216.82,"6,174.29","6,247.35","6,168.77",68.73M,0.25%,6201.11,6184.66,6201.22,6091.91,6036.0,5915.41,6000.24,6044.2,5996.3,6033.13,6201.11,6192.885,6195.663333333333,6169.725,6142.9800000000005,6105.051666666666,6090.078571428572,6084.34375,6074.561111111111,6070.418
2022-07-25,6237.55,"6,198.83","6,260.13","6,177.14",60.39M,0.33%,6216.82,6201.11,6184.66,6201.22,6091.91,6036.0,5915.41,6000.24,6044.2,5996.3,6216.82,6208.965,6200.863333333332,6200.952499999999,6179.144,6155.286666666667,6121.018571428571,6105.92125,6099.0633333333335,6088.787
2022-07-26,6211.45,"6,225.17","6,243.86","6,194.96",60.56M,-0.42%,6237.55,6216.82,6201.11,6184.66,6201.22,6091.91,6036.0,5915.41,6000.24,6044.2,6237.55,6227.1849999999995,6218.493333333333,6210.035,6208.271999999999,6188.878333333333,6167.038571428572,6135.585,6120.546666666666,6112.912
2022-07-27,6257.94,"6,206.25","6,267.80","6,199.93",69.64M,0.75%,6211.45,6237.55,6216.82,6201.11,6184.66,6201.22,6091.91,6036.0,5915.41,6000.24,6211.45,6224.5,6221.94,6216.7325,6210.318,6208.801666666666,6192.102857142857,6172.59,6144.014444444444,6129.637
2022-07-28,6339.21,"6,304.13","6,339.21","6,236.57",92.17M,1.30%,6257.94,6211.45,6237.55,6216.82,6201.11,6184.66,6201.22,6091.91,6036.0,5915.41,6257.94,6234.695,6235.6466666666665,6230.94,6224.974,6218.255,6215.821428571428,6200.3325,6182.073333333334,6155.407
2022-07-29,6448.5,"6,413.10","6,472.27","6,397.91",103.12M,1.72%,6339.21,6257.94,6211.45,6237.55,6216.82,6201.11,6184.66,6201.22,6091.91,6036.0,6339.21,6298.575,6269.533333333333,6261.5375,6252.594,6244.013333333333,6235.534285714285,6231.245,6215.763333333333,6197.787
2022-08-01,6436.86,"6,447.18","6,484.08","6,434.12",64.44M,-0.18%,6448.5,6339.21,6257.94,6211.45,6237.55,6216.82,6201.11,6184.66,6201.22,6091.91,6448.5,6393.855,6348.55,6314.275,6298.93,6285.245,6273.225714285714,6262.155,6255.384444444444,6239.037
2022-08-02,6409.8,"6,424.68","6,429.05","6,381.43",66.08M,-0.42%,6436.86,6448.5,6339.21,6257.94,6211.45,6237.55,6216.82,6201.11,6184.66,6201.22,6436.86,6442.68,6408.19,6370.6275,6338.7919999999995,6321.918333333334,6306.904285714286,6293.68,6281.566666666667,6273.532
2022-08-03,6472.06,"6,404.10","6,475.54","6,398.99",78.44M,0.97%,6409.8,6436.86,6448.5,6339.21,6257.94,6211.45,6237.55,6216.82,6201.11,6184.66,6409.8,6423.33,6431.72,6408.592500000001,6378.4619999999995,6350.626666666667,6334.472857142857,6319.76625,6306.582222222222,6294.389999999999
2022-08-04,6513.39,"6,476.72","6,555.71","6,475.05",75.07M,0.64%,6472.06,6409.8,6436.86,6448.5,6339.21,6257.94,6211.45,6237.55,6216.82,6201.11,6472.06,6440.93,6439.573333333334,6441.805,6421.286,6394.061666666667,6367.9742857142855,6351.67125,6336.687777777778,6323.13
2022-08-05,6472.35,"6,512.62","6,523.03","6,449.72",71.66M,-0.63%,6513.39,6472.06,6409.8,6436.86,6448.5,6339.21,6257.94,6211.45,6237.55,6216.82,6513.39,6492.725,6465.083333333333,6458.0275,6456.122,6436.636666666666,6411.108571428572,6386.15125,6369.64,6354.358
2022-08-08,6524.44,"6,510.45","6,564.24","6,503.27",57.50M,0.80%,6472.35,6513.39,6472.06,6409.8,6436.86,6448.5,6339.21,6257.94,6211.45,6237.55,6472.35,6492.870000000001,6485.933333333334,6466.900000000001,6460.892000000001,6458.826666666668,6441.738571428571,6418.76375,6395.728888888889,6379.911
2022-08-09,6490.0,"6,514.52","6,530.35","6,480.06",60.13M,-0.53%,6524.44,6472.35,6513.39,6472.06,6409.8,6436.86,6448.5,6339.21,6257.94,6211.45,6524.44,6498.395,6503.393333333333,6495.56,6478.408,6471.483333333334,6468.2,6452.07625,6430.5055555555555,6408.6
2022-08-10,6523.44,"6,467.10","6,545.64","6,453.79",67.98M,0.52%,6490.0,6524.44,6472.35,6513.39,6472.06,6409.8,6436.86,6448.5,6339.21,6257.94,6490.0,6507.219999999999,6495.596666666667,6500.045,6494.447999999999,6480.34,6474.128571428571,6470.925,6456.29,6436.455
2022-08-11,6544.67,"6,560.21","6,562.32","6,499.63",63.49M,0.33%,6523.44,6490.0,6524.44,6472.35,6513.39,6472.06,6409.8,6436.86,6448.5,6339.21,6523.44,6506.719999999999,6512.626666666666,6502.557500000001,6504.724,6499.28,6486.4971428571425,6480.2925,6476.759999999999,6463.004999999999
2022-08-12,6553.86,"6,553.24","6,587.84","6,539.75",59.40M,0.14%,6544.67,6523.44,6490.0,6524.44,6472.35,6513.39,6472.06,6409.8,6436.86,6448.5,6544.67,6534.055,6519.37,6520.6375,6510.9800000000005,6511.381666666667,6505.764285714286,6493.768749999999,6487.445555555555,6483.5509999999995
2022-08-15,6569.95,"6,582.63","6,586.96","6,532.48",41.05M,0.25%,6553.86,6544.67,6523.44,6490.0,6524.44,6472.35,6513.39,6472.06,6409.8,6436.86,6553.86,6549.264999999999,6540.656666666667,6527.9925,6527.282,6518.126666666667,6517.449999999999,6511.77625,6500.445555555555,6494.0869999999995
2022-08-16,6592.58,"6,580.99","6,608.83","6,568.58",56.35M,0.34%,6569.95,6553.86,6544.67,6523.44,6490.0,6524.44,6472.35,6513.39,6472.06,6409.8,6569.95,6561.905,6556.16,6547.98,6536.384,6534.393333333333,6525.53,6524.0125,6518.240000000001,6507.396
2022-08-17,6528.32,"6,608.64","6,608.64","6,517.99",62.91M,-0.97%,6592.58,6569.95,6553.86,6544.67,6523.44,6490.0,6524.44,6472.35,6513.39,6472.06,6592.58,6581.264999999999,6572.13,6565.264999999999,6556.9,6545.75,6542.705714285715,6533.911249999999,6531.63111111111,6525.674000000001
2022-08-18,6557.4,"6,530.58","6,576.37","6,519.57",52.23M,0.45%,6528.32,6592.58,6569.95,6553.86,6544.67,6523.44,6490.0,6524.44,6472.35,6513.39,6528.32,6560.45,6563.616666666666,6561.1775,6557.875999999999,6552.136666666666,6543.259999999999,6540.907499999999,6533.29,6531.3
2022-08-19,6495.83,"6,520.44","6,549.13","6,488.00",65.89M,-0.94%,6557.4,6528.32,6592.58,6569.95,6553.86,6544.67,6523.44,6490.0,6524.44,6472.35,6557.4,6542.86,6559.433333333333,6562.0625,6560.4220000000005,6557.796666666666,6552.888571428571,6545.027499999999,6542.74,6535.700999999999
2022-08-22,6378.74,"6,448.81","6,459.36","6,352.97",78.59M,-1.80%,6495.83,6557.4,6528.32,6592.58,6569.95,6553.86,6544.67,6523.44,6490.0,6524.44,6495.83,6526.615,6527.183333333333,6543.5325,6548.816,6549.656666666667,6548.944285714286,6545.756249999999,6539.56111111111,6538.049
2022-08-23,6362.02,"6,331.17","6,402.22","6,331.17",60.09M,-0.26%,6378.74,6495.83,6557.4,6528.32,6592.58,6569.95,6553.86,6544.67,6523.44,6490.0,6378.74,6437.285,6477.323333333334,6490.0725,6510.573999999999,6520.47,6525.24,6527.66875,6527.198888888888,6523.478999999999
2022-08-24,6386.76,"6,332.43","6,396.63","6,319.70",52.70M,0.39%,6362.02,6378.74,6495.83,6557.4,6528.32,6592.58,6569.95,6553.86,6544.67,6523.44,6362.02,6370.38,6412.196666666667,6448.4974999999995,6464.4619999999995,6485.815,6497.834285714286,6504.8375,6509.263333333333,6510.681
2022-08-25,6381.56,"6,432.16","6,440.69","6,361.53",49.50M,-0.08%,6386.76,6362.02,6378.74,6495.83,6557.4,6528.32,6592.58,6569.95,6553.86,6544.67,6386.76,6374.39,6375.84,6405.8375,6436.15,6451.511666666666,6471.664285714285,6483.950000000001,6491.717777777777,6497.013000000001
2022-08-26,6274.26,"6,420.75","6,429.79","6,252.59",67.38M,-1.68%,6381.56,6386.76,6362.02,6378.74,6495.83,6557.4,6528.32,6592.58,6569.95,6553.86,6381.56,6384.16,6376.78,6377.27,6400.982,6427.051666666666,6441.518571428571,6460.40125,6472.573333333334,6480.702
2022-08-29,6222.28,"6,199.11","6,232.25","6,153.44",54.87M,-0.83%,6274.26,6381.56,6386.76,6362.02,6378.74,6495.83,6557.4,6528.32,6592.58,6569.95,6274.26,6327.91,6347.526666666668,6351.150000000001,6356.668,6379.861666666667,6405.2242857142855,6420.611250000001,6439.718888888889,6452.742
2022-08-30,6210.22,"6,243.08","6,303.66","6,182.63",65.57M,-0.19%,6222.28,6274.26,6381.56,6386.76,6362.02,6378.74,6495.83,6557.4,6528.32,6592.58,6222.28,6248.27,6292.7,6316.215,6325.375999999999,6334.27,6357.35,6382.356250000001,6398.574444444444,6417.975
2022-08-31,6125.1,"6,226.99","6,230.90","6,125.10",109.61M,-1.37%,6210.22,6222.28,6274.26,6381.56,6386.76,6362.02,6378.74,6495.83,6557.4,6528.32,6210.22,6216.25,6235.586666666666,6272.08,6295.0160000000005,6306.183333333334,6316.548571428572,6338.958750000001,6363.2300000000005,6379.739
2022-09-01,6034.31,"6,068.34","6,072.93","6,009.09",74.06M,-1.48%,6125.1,6210.22,6222.28,6274.26,6381.56,6386.76,6362.02,6378.74,6495.83,6557.4,6125.1,6167.66,6185.866666666668,6207.965,6242.684,6266.696666666667,6280.314285714287,6292.6175,6315.196666666667,6339.417
2022-09-02,6167.51,"6,075.73","6,178.29","6,051.02",76.45M,2.21%,6034.31,6125.1,6210.22,6222.28,6274.26,6381.56,6386.76,6362.02,6378.74,6495.83,6034.31,6079.705,6123.21,6147.977500000001,6173.2339999999995,6207.955000000001,6233.498571428571,6249.56375,6263.916666666667,6287.108
2022-09-05,6093.22,"6,048.22","6,105.59","6,018.02",65.69M,-1.20%,6167.51,6034.31,6125.1,6210.22,6222.28,6274.26,6381.56,6386.76,6362.02,6378.74,6167.51,6100.91,6108.973333333332,6134.285000000001,6151.884,6172.28,6202.177142857143,6225.25,6240.446666666667,6254.276
2022-09-06,6104.61,"6,083.02","6,138.22","6,060.44",54.76M,0.19%,6093.22,6167.51,6034.31,6125.1,6210.22,6222.28,6274.26,6381.56,6386.76,6362.02,6093.22,6130.365,6098.346666666667,6105.035000000001,6126.072,6142.106666666667,6160.9857142857145,6188.557500000001,6210.58,6225.724
2022-09-07,6105.92,"6,059.64","6,119.95","6,045.27",71.61M,0.02%,6104.61,6093.22,6167.51,6034.31,6125.1,6210.22,6222.28,6274.26,6381.56,6386.76,6104.61,6098.915,6121.78,6099.9125,6104.95,6122.495,6136.75,6153.93875,6179.2300000000005,6199.983
2022-09-08,6125.9,"6,136.93","6,143.29","6,034.79",75.08M,0.33%,6105.92,6104.61,6093.22,6167.51,6034.31,6125.1,6210.22,6222.28,6274.26,6381.56,6105.92,6105.264999999999,6101.25,6117.8150000000005,6101.114,6105.111666666667,6120.127142857143,6132.89625,6148.6033333333335,6171.899
2022-09-09,6212.33,"6,140.87","6,239.11","6,138.88",72.21M,1.41%,6125.9,6105.92,6104.61,6093.22,6167.51,6034.31,6125.1,6210.22,6222.28,6274.26,6125.9,6115.91,6112.143333333333,6107.4125,6119.432000000001,6105.245,6108.081428571429,6120.84875,6132.118888888889,6146.3330000000005
2022-09-12,6333.59,"6,242.46","6,352.45","6,224.51",77.48M,1.95%,6212.33,6125.9,6105.92,6104.61,6093.22,6167.51,6034.31,6125.1,6210.22,6222.28,6212.33,6169.115,6148.05,6137.19,6128.396,6134.915000000001,6120.542857142857,6121.112499999999,6131.013333333332,6140.139999999999
2022-09-13,6245.69,"6,360.31","6,394.18","6,245.69",79.00M,-1.39%,6333.59,6212.33,6125.9,6105.92,6104.61,6093.22,6167.51,6034.31,6125.1,6210.22,6333.59,6272.96,6223.94,6194.435,6176.469999999999,6162.595,6163.297142857143,6147.17375,6144.721111111111,6151.271
2022-09-14,6222.41,"6,210.77","6,249.29","6,183.55",75.47M,-0.37%,6245.69,6333.59,6212.33,6125.9,6105.92,6104.61,6093.22,6167.51,6034.31,6125.1,6245.69,6289.639999999999,6263.87,6229.3775,6204.686,6188.006666666667,6174.465714285715,6173.5962500000005,6158.12,6154.818
2022-09-15,6157.84,"6,212.21","6,249.52","6,143.36",74.84M,-1.04%,6222.41,6245.69,6333.59,6212.33,6125.9,6105.92,6104.61,6093.22,6167.51,6034.31,6222.41,6234.049999999999,6267.23,6253.505,6227.9839999999995,6207.639999999999,6192.921428571428,6180.45875,6179.02,6164.549
2022-09-16,6077.3,"6,100.79","6,114.36","6,052.42",153.17M,-1.31%,6157.84,6222.41,6245.69,6333.59,6212.33,6125.9,6105.92,6104.61,6093.22,6167.51,6157.84,6190.125,6208.6466666666665,6239.8825,6234.371999999999,6216.293333333334,6200.5257142857145,6188.53625,6177.945555555556,6176.902
2022-09-19,6061.59,"6,049.00","6,093.40","5,974.72",51.60M,-0.26%,6077.3,6157.84,6222.41,6245.69,6333.59,6212.33,6125.9,6105.92,6104.61,6093.22,6077.3,6117.57,6152.516666666667,6175.8099999999995,6207.366,6208.193333333333,6196.437142857142,6185.1224999999995,6176.176666666666,6167.880999999999
2022-09-20,5979.47,"6,084.41","6,118.25","5,970.23",77.47M,-1.35%,6061.59,6077.3,6157.84,6222.41,6245.69,6333.59,6212.33,6125.9,6105.92,6104.61,6061.59,6069.445,6098.910000000001,6129.785,6152.966,6183.07,6187.25,6179.58125,6171.3966666666665,6164.718
2022-09-21,6031.33,"5,928.50","6,034.27","5,915.57",70.19M,0.87%,5979.47,6061.59,6077.3,6157.84,6222.41,6245.69,6333.59,6212.33,6125.9,6105.92,5979.47,6020.530000000001,6039.453333333334,6069.05,6099.722,6124.05,6153.984285714286,6161.2775,6157.346666666667,6152.204
2022-09-22,5918.5,"5,928.54","6,022.39","5,918.50",72.76M,-1.87%,6031.33,5979.47,6061.59,6077.3,6157.84,6222.41,6245.69,6333.59,6212.33,6125.9,6031.33,6005.4,6024.13,6037.422500000001,6061.506,6088.323333333334,6110.8042857142855,6138.652499999999,6146.8388888888885,6144.745
2022-09-23,5783.41,"5,906.18","5,913.71","5,765.65",92.47M,-2.28%,5918.5,6031.33,5979.47,6061.59,6077.3,6157.84,6222.41,6245.69,6333.59,6212.33,5918.5,5974.915,5976.433333333333,5997.7225,6013.638000000001,6037.671666666666,6064.062857142856,6086.76625,6114.191111111111,6124.004999999999
2022-09-26,5769.39,"5,744.49","5,828.05","5,736.00",78.60M,-0.24%,5783.41,5918.5,6031.33,5979.47,6061.59,6077.3,6157.84,6222.41,6245.69,6333.59,5783.41,5850.955,5911.079999999999,5928.177500000001,5954.86,5975.266666666666,6001.348571428572,6028.98125,6053.06,6081.113
2022-09-27,5753.82,"5,809.82","5,852.61","5,753.82",85.03M,-0.27%,5769.39,5783.41,5918.5,6031.33,5979.47,6061.59,6077.3,6157.84,6222.41,6245.69,5769.39,5776.4,5823.766666666667,5875.6575,5896.42,5923.948333333334,5945.855714285714,5972.35375,6000.137777777778,6024.693
2022-09-28,5765.01,"5,692.54","5,773.08","5,651.49",106.67M,0.19%,5753.82,5769.39,5783.41,5918.5,6031.33,5979.47,6061.59,6077.3,6157.84,6222.41,5753.82,5761.605,5768.873333333334,5806.28,5851.29,5872.653333333333,5899.644285714286,5921.85125,5948.072222222222,5975.505999999999
2022-09-29,5676.87,"5,746.29","5,746.29","5,628.42",102.42M,-1.53%,5765.01,5753.82,5769.39,5783.41,5918.5,6031.33,5979.47,6061.59,6077.3,6157.84,5765.01,5759.415,5762.740000000001,5767.907499999999,5798.026,5836.91,5857.2757142857145,5882.8150000000005,5904.424444444445,5929.7660000000005
2022-09-30,5762.34,"5,712.20","5,770.78","5,688.34",102.73M,1.51%,5676.87,5765.01,5753.82,5769.39,5783.41,5918.5,6031.33,5979.47,6061.59,6077.3,5676.87,5720.9400000000005,5731.900000000001,5741.2725,5749.7,5777.833333333333,5814.047142857142,5834.724999999999,5859.932222222222,5881.669
2022-10-03,5794.15,"5,697.47","5,804.27","5,654.44",80.85M,0.55%,5762.34,5676.87,5765.01,5753.82,5769.39,5783.41,5918.5,6031.33,5979.47,6061.59,5762.34,5719.605,5734.740000000001,5739.51,5745.486,5751.806666666666,5775.620000000001,5807.58375,5826.682222222222,5850.173000000001
2022-10-04,6039.69,"5,859.45","6,039.69","5,852.92",95.39M,4.24%,5794.15,5762.34,5676.87,5765.01,5753.82,5769.39,5783.41,5918.5,6031.33,5979.47,5794.15,5778.245,5744.453333333334,5749.5925,5750.438,5753.596666666667,5757.855714285715,5777.936250000001,5806.091111111111,5823.429
2022-10-05,5985.46,"6,006.12","6,034.93","5,953.55",75.12M,-0.90%,6039.69,5794.15,5762.34,5676.87,5765.01,5753.82,5769.39,5783.41,5918.5,6031.33,6039.69,5916.92,5865.393333333333,5818.262500000001,5807.611999999999,5798.6466666666665,5794.467142857143,5793.085,5807.02,5829.450999999999
2022-10-06,5936.42,"6,004.11","6,018.47","5,917.27",63.74M,-0.82%,5985.46,6039.69,5794.15,5762.34,5676.87,5765.01,5753.82,5769.39,5783.41,5918.5,5985.46,6012.575,5939.766666666666,5895.41,5851.701999999999,5837.253333333333,5825.334285714285,5818.3412499999995,5814.46,5824.864
2022-10-07,5866.94,"5,911.96","5,956.95","5,855.66",65.70M,-1.17%,5936.42,5985.46,6039.69,5794.15,5762.34,5676.87,5765.01,5753.82,5769.39,5783.41,5936.42,5960.9400000000005,5987.19,5938.929999999999,5903.611999999999,5865.821666666667,5851.42,5839.22,5831.461111111112,5826.656000000001
2022-10-10,5840.55,"5,806.57","5,883.85","5,796.31",64.92M,-0.45%,5866.94,5936.42,5985.46,6039.69,5794.15,5762.34,5676.87,5765.01,5753.82,5769.39,5866.94,5901.68,5929.606666666667,5957.1275000000005,5924.531999999999,5897.5,5865.981428571428,5853.36,5842.299999999999,5835.009
2022-10-11,5833.2,"5,796.83","5,849.58","5,770.48",66.02M,-0.13%,5840.55,5866.94,5936.42,5985.46,6039.69,5794.15,5762.34,5676.87,5765.01,5753.82,5840.55,5853.745,5881.303333333333,5907.3425,5933.812,5910.535,5889.364285714286,5862.8025,5851.9366666666665,5842.125
2022-10-12,5818.47,"5,842.10","5,872.49","5,788.66",70.10M,-0.25%,5833.2,5840.55,5866.94,5936.42,5985.46,6039.69,5794.15,5762.34,5676.87,5765.01,5833.2,5836.875,5846.8966666666665,5869.2775,5892.514,5917.043333333334,5899.487142857142,5882.34375,5859.513333333332,5850.063
2022-10-13,5879.19,"5,792.54","5,899.82","5,704.87",86.71M,1.04%,5818.47,5833.2,5840.55,5866.94,5936.42,5985.46,6039.69,5794.15,5762.34,5676.87,5818.47,5825.835,5830.740000000001,5839.79,5859.116,5880.173333333333,5902.961428571428,5889.36,5875.246666666667,5855.409
2022-10-14,5931.92,"5,965.80","6,044.75","5,921.15",80.22M,0.90%,5879.19,5818.47,5833.2,5840.55,5866.94,5936.42,5985.46,6039.69,5794.15,5762.34,5879.19,5848.83,5843.62,5842.852500000001,5847.67,5862.461666666666,5880.032857142857,5899.99,5888.23,5875.6410000000005
2022-10-17,6040.66,"5,949.65","6,068.37","5,910.39",63.83M,1.83%,5931.92,5879.19,5818.47,5833.2,5840.55,5866.94,5936.42,5985.46,6039.69,5794.15,5931.92,5905.555,5876.526666666668,5865.695,5860.665999999999,5861.711666666667,5872.384285714286,5886.51875,5903.537777777778,5892.599
2022-10-18,6067.0,"6,098.60","6,139.78","6,057.38",66.54M,0.44%,6040.66,5931.92,5879.19,5818.47,5833.2,5840.55,5866.94,5936.42,5985.46,6039.69,6040.66,5986.29,5950.589999999999,5917.56,5900.688,5890.665,5887.275714285714,5893.418750000001,5903.645555555555,5917.25
2022-10-19,6040.72,"6,092.77","6,109.97","6,040.72",66.38M,-0.43%,6067.0,6040.66,5931.92,5879.19,5818.47,5833.2,5840.55,5866.94,5936.42,5985.46,6067.0,6053.83,6013.193333333334,5979.6925,5947.447999999999,5928.406666666667,5915.855714285715,5909.741249999999,5912.705555555556,5919.981
2022-10-20,6086.9,"6,046.81","6,103.50","6,029.53",62.63M,0.76%,6040.72,6067.0,6040.66,5931.92,5879.19,5818.47,5833.2,5840.55,5866.94,5936.42,6040.72,6053.860000000001,6049.46,6020.075000000001,5991.898,5962.993333333333,5944.451428571428,5931.46375,5924.294444444444,5925.507
2022-10-21,6035.39,"6,021.58","6,056.04","5,952.88",72.70M,-0.85%,6086.9,6040.72,6067.0,6040.66,5931.92,5879.19,5818.47,5833.2,5840.55,5866.94,6086.9,6063.8099999999995,6064.873333333333,6058.82,6033.4400000000005,6007.731666666667,5980.694285714286,5962.2575,5948.734444444444,5940.554999999999
2022-10-24,6131.36,"6,076.20","6,175.62","6,041.14",78.77M,1.59%,6035.39,6086.9,6040.72,6067.0,6040.66,5931.92,5879.19,5818.47,5833.2,5840.55,6035.39,6061.145,6054.336666666667,6057.5025000000005,6054.134,6033.764999999999,6011.682857142857,5987.53125,5970.383333333333,5957.4
2022-10-25,6250.55,"6,172.65","6,253.12","6,135.38",78.26M,1.94%,6131.36,6035.39,6086.9,6040.72,6067.0,6040.66,5931.92,5879.19,5818.47,5833.2,6131.36,6083.375,6084.549999999999,6073.5925,6072.273999999999,6067.005,6047.707142857143,6026.6425,6003.512222222223,5986.481
2022-10-26,6276.31,"6,244.64","6,282.75","6,219.33",68.83M,0.41%,6250.55,6131.36,6035.39,6086.9,6040.72,6067.0,6040.66,5931.92,5879.19,5818.47,6250.55,6190.955,6139.100000000001,6126.049999999999,6108.9839999999995,6101.986666666667,6093.225714285714,6073.0625,6051.521111111111,6028.216
2022-10-27,6244.03,"6,253.85","6,272.20","6,194.33",85.18M,-0.51%,6276.31,6250.55,6131.36,6035.39,6086.9,6040.72,6067.0,6040.66,5931.92,5879.19,6276.31,6263.43,6219.406666666667,6173.4025,6156.102,6136.871666666667,6126.889999999999,6116.11125,6095.645555555555,6074.0
2022-10-28,6273.05,"6,192.18","6,278.77","6,183.41",72.52M,0.46%,6244.03,6276.31,6250.55,6131.36,6035.39,6086.9,6040.72,6067.0,6040.66,5931.92,6244.03,6260.17,6256.963333333333,6225.5625,6187.528,6170.756666666667,6152.179999999999,6141.532499999999,6130.324444444444,6110.4839999999995
2022-10-31,6266.77,"6,279.70","6,293.15","6,244.08",66.51M,-0.10%,6273.05,6244.03,6276.31,6250.55,6131.36,6035.39,6086.9,6040.72,6067.0,6040.66,6273.05,6258.54,6264.463333333333,6260.985000000001,6235.06,6201.781666666667,6185.370000000001,6167.28875,6156.145555555555,6144.597
2022-11-01,6328.25,"6,329.76","6,383.70","6,306.05",60.55M,0.98%,6266.77,6273.05,6244.03,6276.31,6250.55,6131.36,6035.39,6086.9,6040.72,6067.0,6266.77,6269.91,6261.283333333333,6265.04,6262.142000000001,6240.345,6211.065714285714,6195.545,6178.342222222222,6167.208
2022-11-02,6276.88,"6,351.31","6,376.29","6,273.55",68.32M,-0.81%,6328.25,6266.77,6273.05,6244.03,6276.31,6250.55,6131.36,6035.39,6086.9,6040.72,6328.25,6297.51,6289.356666666667,6278.025000000001,6277.682000000001,6273.16,6252.902857142857,6225.71375,6210.29,6193.3330000000005
