Date,Price,Open,High,Low,Vol.,Change %,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,rolling_mean_1,rolling_mean_2,rolling_mean_3,rolling_mean_4,rolling_mean_5,rolling_mean_6,rolling_mean_7,rolling_mean_8,rolling_mean_9,rolling_mean_10
2021-02-26,5703.22,"5,715.69","5,768.03","5,688.26",126.43M,-1.39%,5783.89,5797.98,5779.84,5767.44,5773.55,5728.33,5765.84,5786.53,5786.25,5703.67,5783.89,5790.9349999999995,5787.236666666667,5782.2875,5780.54,5771.838333333333,5770.981428571429,5772.925,5774.405555555556,5767.332
2021-03-01,5792.79,"5,770.89","5,804.35","5,765.80",83.78M,1.57%,5703.22,5783.89,5797.98,5779.84,5767.44,5773.55,5728.33,5765.84,5786.53,5786.25,5703.22,5743.555,5761.696666666667,5766.2325,5766.474,5767.653333333333,5762.035714285715,5762.5112500000005,5765.18,5767.287
2021-03-02,5809.73,"5,774.62","5,835.74","5,773.52",78.46M,0.29%,5792.79,5703.22,5783.89,5797.98,5779.84,5767.44,5773.55,5728.33,5765.84,5786.53,5792.79,5748.005,5759.966666666667,5769.47,5771.544,5770.860000000001,5771.244285714286,5765.88,5765.875555555556,5767.941000000001
2021-03-03,5830.06,"5,841.20","5,871.43","5,788.66",91.44M,0.35%,5809.73,5792.79,5703.22,5783.89,5797.98,5779.84,5767.44,5773.55,5728.33,5765.84,5809.73,5801.26,5768.580000000001,5772.4075,5777.521999999999,5777.908333333333,5776.412857142857,5776.055,5770.7522222222215,5770.261
2021-03-04,5830.65,"5,800.73","5,844.69","5,797.67",96.69M,0.01%,5830.06,5809.73,5792.79,5703.22,5783.89,5797.98,5779.84,5767.44,5773.55,5728.33,5830.06,5819.895,5810.860000000001,5783.95,5783.938,5786.278333333333,5785.358571428571,5783.11875,5782.055555555556,5776.683
2021-03-05,5782.65,"5,794.48","5,837.55","5,755.60",99.55M,-0.82%,5830.65,5830.06,5809.73,5792.79,5703.22,5783.89,5797.98,5779.84,5767.44,5773.55,5830.65,5830.355,5823.48,5815.807500000001,5793.289999999999,5791.723333333332,5792.617142857142,5791.0199999999995,5788.4,5786.914999999999
2021-03-08,5902.99,"5,822.92","5,912.50","5,799.05",103.17M,2.08%,5782.65,5830.65,5830.06,5809.73,5792.79,5703.22,5783.89,5797.98,5779.84,5767.44,5782.65,5806.65,5814.453333333334,5813.2725,5809.1759999999995,5791.516666666666,5790.427142857143,5791.37125,5790.09,5787.825
2021-03-09,5924.97,"5,903.26","5,937.81","5,895.33",98.01M,0.37%,5902.99,5782.65,5830.65,5830.06,5809.73,5792.79,5703.22,5783.89,5797.98,5779.84,5902.99,5842.82,5838.763333333333,5836.5875,5831.216,5824.811666666666,5807.441428571428,5804.4974999999995,5803.7733333333335,5801.379999999999
2021-03-10,5990.55,"5,915.17","5,993.63","5,912.35",84.11M,1.11%,5924.97,5902.99,5782.65,5830.65,5830.06,5809.73,5792.79,5703.22,5783.89,5797.98,5924.97,5913.98,5870.203333333334,5860.315,5854.264,5846.841666666667,5839.12,5822.1325,5817.883333333333,5815.893
2021-03-11,6033.76,"6,004.16","6,033.76","5,995.41",85.66M,0.72%,5990.55,5924.97,5902.99,5782.65,5830.65,5830.06,5809.73,5792.79,5703.22,5783.89,5990.55,5957.76,5939.503333333334,5900.290000000001,5886.361999999999,5876.9783333333335,5867.371428571429,5858.04875,5840.845555555556,5835.15
2021-03-12,6046.55,"6,030.63","6,046.55","6,017.41",72.24M,0.21%,6033.76,5990.55,5924.97,5902.99,5782.65,5830.65,5830.06,5809.73,5792.79,5703.22,6033.76,6012.155000000001,5983.093333333333,5963.0675,5926.9839999999995,5910.928333333333,5899.375714285715,5888.17,5877.572222222221,5860.137
2021-03-15,6035.97,"6,069.09","6,089.20","6,018.55",78.75M,-0.17%,6046.55,6033.76,5990.55,5924.97,5902.99,5782.65,5830.65,5830.06,5809.73,5792.79,6046.55,6040.155000000001,6023.62,5998.9574999999995,5979.764,5946.911666666667,5930.302857142858,5917.7725,5905.767777777777,5894.469999999999
2021-03-16,6055.43,"6,050.40","6,061.19","6,034.76",84.66M,0.32%,6035.97,6046.55,6033.76,5990.55,5924.97,5902.99,5782.65,5830.65,5830.06,5809.73,6035.97,6041.26,6038.759999999999,6026.7075,6006.360000000001,5989.131666666667,5959.634285714286,5943.51125,5930.905555555556,5918.788
2021-03-17,6054.82,"6,048.31","6,062.36","6,037.25",80.66M,-0.01%,6055.43,6035.97,6046.55,6033.76,5990.55,5924.97,5902.99,5782.65,5830.65,5830.06,6055.43,6045.700000000001,6045.983333333334,6042.9275,6032.452,6014.538333333334,5998.602857142857,5971.60875,5955.946666666667,5943.358
2021-03-18,6062.79,"6,076.21","6,082.92","6,044.32",91.17M,0.13%,6054.82,6055.43,6035.97,6046.55,6033.76,5990.55,5924.97,5902.99,5782.65,5830.65,6054.82,6055.125,6048.740000000001,6048.1925,6045.306,6036.18,6020.292857142857,6005.63,5980.854444444445,5965.834000000001
2021-03-19,5997.96,"6,021.13","6,047.65","5,983.61",212.88M,-1.07%,6062.79,6054.82,6055.43,6035.97,6046.55,6033.76,5990.55,5924.97,5902.99,5782.65,6062.79,6058.805,6057.68,6052.2525000000005,6051.112,6048.22,6039.981428571429,6025.6050000000005,6011.981111111111,5989.048000000001
2021-03-22,5968.48,"5,960.85","5,987.23","5,943.71",76.07M,-0.49%,5997.96,6062.79,6054.82,6055.43,6035.97,6046.55,6033.76,5990.55,5924.97,5902.99,5997.96,6030.375,6038.5233333333335,6042.75,6041.394,6042.253333333334,6041.04,6034.72875,6022.533333333334,6010.579
2021-03-23,5945.3,"5,943.31","5,968.56","5,921.83",75.66M,-0.39%,5968.48,5997.96,6062.79,6054.82,6055.43,6035.97,6046.55,6033.76,5990.55,5924.97,5968.48,5983.219999999999,6009.743333333333,6021.0125,6027.896,6029.241666666666,6031.714285714285,6031.969999999999,6027.3677777777775,6017.128
2021-03-24,5947.29,"5,901.64","5,948.67","5,890.55",80.55M,0.03%,5945.3,5968.48,5997.96,6062.79,6054.82,6055.43,6035.97,6046.55,6033.76,5990.55,5945.3,5956.889999999999,5970.579999999999,5993.6325,6005.87,6014.13,6017.25,6020.9125,6022.34,6019.161
2021-03-25,5952.41,"5,911.04","5,952.41","5,886.00",73.42M,0.09%,5947.29,5945.3,5968.48,5997.96,6062.79,6054.82,6055.43,6035.97,6046.55,6033.76,5947.29,5946.295,5953.69,5964.7575,5984.364,5996.106666666667,6004.581428571429,6008.505,6012.732222222223,6014.835
2021-03-26,5988.81,"5,979.23","6,002.95","5,962.46",80.68M,0.61%,5952.41,5947.29,5945.3,5968.48,5997.96,6062.79,6054.82,6055.43,6035.97,6046.55,5952.41,5949.85,5948.333333333333,5953.37,5962.288,5979.038333333333,5989.864285714286,5998.0599999999995,6002.272222222222,6006.7
2021-03-29,6015.51,"5,995.00","6,029.59","5,985.36",67.75M,0.45%,5988.81,5952.41,5947.29,5945.3,5968.48,5997.96,6062.79,6054.82,6055.43,6035.97,5988.81,5970.610000000001,5962.836666666667,5958.4525,5960.4580000000005,5966.708333333333,5980.434285714286,5989.7325,5997.032222222222,6000.926
2021-03-30,6088.04,"6,044.54","6,095.08","6,041.39",76.90M,1.21%,6015.51,5988.81,5952.41,5947.29,5945.3,5968.48,5997.96,6062.79,6054.82,6055.43,6015.51,6002.16,5985.576666666667,5976.005,5969.864,5969.633333333334,5973.68,5984.81875,5992.596666666667,5998.88
2021-03-31,6067.23,"6,085.02","6,097.74","6,060.24",85.39M,-0.34%,6088.04,6015.51,5988.81,5952.41,5947.29,5945.3,5968.48,5997.96,6062.79,6054.82,6088.04,6051.775,6030.786666666667,6011.1925,5998.412,5989.56,5986.5485714285705,5987.975,5996.287777777778,6002.1410000000005
2021-04-01,6102.96,"6,079.67","6,106.12","6,063.86",75.22M,0.59%,6067.23,6088.04,6015.51,5988.81,5952.41,5947.29,5945.3,5968.48,5997.96,6062.79,6067.23,6077.635,6056.926666666666,6039.8975,6022.4,6009.881666666667,6000.655714285715,5996.63375,5996.781111111111,6003.382
2021-04-06,6131.34,"6,155.22","6,159.10","6,125.74",73.63M,0.47%,6102.96,6067.23,6088.04,6015.51,5988.81,5952.41,5947.29,5945.3,5968.48,5997.96,6102.96,6085.094999999999,6086.076666666667,6068.4349999999995,6052.51,6035.826666666667,6023.178571428572,6013.443749999999,6008.447777777777,6007.398999999999
2021-04-07,6130.66,"6,137.63","6,154.38","6,118.91",62.43M,-0.01%,6131.34,6102.96,6067.23,6088.04,6015.51,5988.81,5952.41,5947.29,5945.3,5968.48,6131.34,6117.15,6100.509999999999,6097.3925,6081.016,6065.6483333333335,6049.471428571429,6036.6987500000005,6026.543333333334,6020.737
2021-04-08,6165.72,"6,153.36","6,171.45","6,146.22",66.07M,0.57%,6130.66,6131.34,6102.96,6067.23,6088.04,6015.51,5988.81,5952.41,5947.29,5945.3,6130.66,6131.0,6121.653333333333,6108.0475,6104.046,6089.29,6074.935714285713,6059.62,6047.138888888889,6036.955
2021-04-09,6169.41,"6,171.60","6,188.48","6,161.42",65.26M,0.06%,6165.72,6130.66,6131.34,6102.96,6067.23,6088.04,6015.51,5988.81,5952.41,5947.29,6165.72,6148.1900000000005,6142.573333333334,6132.67,6119.582,6114.325,6100.208571428571,6086.2837500000005,6071.408888888889,6058.997
2021-04-12,6161.68,"6,167.32","6,183.02","6,151.52",69.62M,-0.13%,6169.41,6165.72,6130.66,6131.34,6102.96,6067.23,6088.04,6015.51,5988.81,5952.41,6169.41,6167.5650000000005,6155.263333333333,6149.2825,6140.018,6127.886666666666,6122.194285714286,6108.858749999999,6095.52,6081.209
2021-04-13,6184.1,"6,171.88","6,193.24","6,156.49",74.72M,0.36%,6161.68,6169.41,6165.72,6130.66,6131.34,6102.96,6067.23,6088.04,6015.51,5988.81,6161.68,6165.545,6165.6033333333335,6156.8675,6151.762000000001,6143.628333333334,6132.714285714285,6127.129999999999,6114.727777777778,6102.136
2021-04-14,6208.58,"6,214.49","6,217.74","6,194.55",61.06M,0.40%,6184.1,6161.68,6169.41,6165.72,6130.66,6131.34,6102.96,6067.23,6088.04,6015.51,6184.1,6172.89,6171.7300000000005,6170.227500000001,6162.314,6157.151666666668,6149.410000000001,6139.137500000001,6133.46,6121.665
2021-04-15,6234.14,"6,219.04","6,244.23","6,209.59",66.20M,0.41%,6208.58,6184.1,6161.68,6169.41,6165.72,6130.66,6131.34,6102.96,6067.23,6088.04,6208.58,6196.34,6184.786666666667,6180.9425,6177.898,6170.025000000001,6164.498571428572,6156.80625,6146.853333333334,6140.972
2021-04-16,6287.07,"6,229.65","6,299.56","6,229.30",86.38M,0.85%,6234.14,6208.58,6184.1,6161.68,6169.41,6165.72,6130.66,6131.34,6102.96,6067.23,6234.14,6221.360000000001,6208.94,6197.125,6191.582,6187.271666666667,6179.184285714286,6173.203750000001,6165.398888888889,6155.582
2021-04-19,6296.69,"6,294.74","6,319.08","6,293.17",58.53M,0.15%,6287.07,6234.14,6208.58,6184.1,6161.68,6169.41,6165.72,6130.66,6131.34,6102.96,6287.07,6260.605,6243.263333333333,6228.4725,6215.114,6207.496666666667,6201.528571428572,6192.67,6185.855555555556,6177.566000000001
2021-04-20,6165.11,"6,281.10","6,285.29","6,154.03",98.50M,-2.09%,6296.69,6287.07,6234.14,6208.58,6184.1,6161.68,6169.41,6165.72,6130.66,6131.34,6296.69,6291.879999999999,6272.633333333334,6256.620000000001,6242.116,6228.71,6220.238571428571,6213.42375,6204.227777777777,6196.939
2021-04-21,6210.55,"6,180.69","6,227.04","6,178.66",77.39M,0.74%,6165.11,6296.69,6287.07,6234.14,6208.58,6184.1,6161.68,6169.41,6165.72,6130.66,6165.11,6230.9,6249.623333333333,6245.7525,6238.318,6229.281666666667,6219.624285714285,6213.3475,6208.055555555556,6200.316
2021-04-22,6267.28,"6,230.21","6,274.19","6,225.59",67.09M,0.91%,6210.55,6165.11,6296.69,6287.07,6234.14,6208.58,6184.1,6161.68,6169.41,6165.72,6210.55,6187.83,6224.116666666666,6239.855,6238.7119999999995,6233.69,6226.605714285715,6218.49,6213.036666666667,6208.305
2021-04-23,6257.94,"6,259.63","6,280.81","6,227.19",61.77M,-0.15%,6267.28,6210.55,6165.11,6296.69,6287.07,6234.14,6208.58,6184.1,6161.68,6169.41,6267.28,6238.915,6214.313333333333,6234.9075,6245.34,6243.473333333332,6238.488571428571,6231.6900000000005,6223.911111111111,6218.461
2021-04-26,6275.52,"6,256.04","6,288.79","6,240.99",64.37M,0.28%,6257.94,6267.28,6210.55,6165.11,6296.69,6287.07,6234.14,6208.58,6184.1,6161.68,6257.94,6262.61,6245.256666666665,6225.22,6239.514,6247.44,6245.54,6240.92,6234.6066666666675,6227.314
2021-04-27,6273.76,"6,273.36","6,282.52","6,255.41",66.02M,-0.03%,6275.52,6257.94,6267.28,6210.55,6165.11,6296.69,6287.07,6234.14,6208.58,6184.1,6275.52,6266.73,6266.913333333333,6252.8225,6235.28,6245.514999999999,6251.451428571428,6249.287499999999,6244.764444444444,6238.698
2021-04-28,6306.98,"6,293.21","6,320.11","6,283.62",69.45M,0.53%,6273.76,6275.52,6257.94,6267.28,6210.55,6165.11,6296.69,6287.07,6234.14,6208.58,6273.76,6274.64,6269.073333333334,6268.625,6257.01,6241.693333333333,6249.55,6254.24,6252.006666666667,6247.664
2021-04-29,6302.57,"6,341.12","6,352.36","6,287.44",78.83M,-0.07%,6306.98,6273.76,6275.52,6257.94,6267.28,6210.55,6165.11,6296.69,6287.07,6234.14,6306.98,6290.37,6285.420000000001,6278.549999999999,6276.295999999999,6265.338333333333,6251.0199999999995,6256.728749999999,6260.099999999999,6257.503999999999
2021-04-30,6269.48,"6,316.32","6,320.14","6,268.86",80.06M,-0.53%,6302.57,6306.98,6273.76,6275.52,6257.94,6267.28,6210.55,6165.11,6296.69,6287.07,6302.57,6304.775,6294.436666666666,6289.7075,6283.353999999999,6280.674999999999,6270.657142857142,6257.46375,6261.822222222221,6264.347
2021-05-03,6307.9,"6,285.51","6,314.92","6,252.66",49.98M,0.61%,6269.48,6302.57,6306.98,6273.76,6275.52,6257.94,6267.28,6210.55,6165.11,6296.69,6269.48,6286.025,6293.009999999999,6288.1975,6285.661999999999,6281.041666666667,6279.075714285714,6270.51,6258.798888888889,6262.588
2021-05-04,6251.75,"6,319.49","6,355.87","6,238.79",85.37M,-0.89%,6307.9,6269.48,6302.57,6306.98,6273.76,6275.52,6257.94,6267.28,6210.55,6165.11,6307.9,6288.69,6293.316666666666,6296.732499999999,6292.138,6289.368333333333,6284.8785714285705,6282.678749999999,6274.664444444444,6263.709
2021-05-05,6339.47,"6,284.54","6,339.47","6,275.14",83.86M,1.40%,6251.75,6307.9,6269.48,6302.57,6306.98,6273.76,6275.52,6257.94,6267.28,6210.55,6251.75,6279.825,6276.376666666666,6282.924999999999,6287.736,6285.406666666667,6283.994285714284,6280.737499999999,6279.242222222221,6272.373
2021-05-06,6357.09,"6,348.90","6,377.58","6,321.72",86.38M,0.28%,6339.47,6251.75,6307.9,6269.48,6302.57,6306.98,6273.76,6275.52,6257.94,6267.28,6339.47,6295.610000000001,6299.706666666666,6292.15,6294.2339999999995,6296.358333333333,6293.129999999999,6290.928749999999,6287.263333333332,6285.264999999999
2021-05-07,6385.51,"6,388.92","6,390.04","6,342.37",78.61M,0.45%,6357.09,6339.47,6251.75,6307.9,6269.48,6302.57,6306.98,6273.76,6275.52,6257.94,6357.09,6348.280000000001,6316.1033333333335,6314.052500000001,6305.138,6304.71,6305.034285714285,6301.125,6298.28,6294.246
2021-05-10,6385.99,"6,395.38","6,395.60","6,367.04",76.55M,0.01%,6385.51,6357.09,6339.47,6251.75,6307.9,6269.48,6302.57,6306.98,6273.76,6275.52,6385.51,6371.3,6360.69,6333.455,6328.343999999999,6318.533333333334,6316.2528571428575,6315.09375,6310.501111111112,6307.003000000001
2021-05-11,6267.39,"6,314.27","6,324.31","6,226.11",100.70M,-1.86%,6385.99,6385.51,6357.09,6339.47,6251.75,6307.9,6269.48,6302.57,6306.98,6273.76,6385.99,6385.75,6376.196666666667,6367.015,6343.962,6337.951666666667,6328.17,6324.97,6322.971111111111,6318.05
2021-05-12,6279.35,"6,259.63","6,299.24","6,233.96",80.90M,0.19%,6267.39,6385.99,6385.51,6357.09,6339.47,6251.75,6307.9,6269.48,6302.57,6306.98,6267.39,6326.6900000000005,6346.296666666666,6348.995,6347.09,6331.2,6327.871428571429,6320.5725,6318.572222222222,6317.413
2021-05-13,6288.33,"6,219.73","6,303.70","6,150.43",64.87M,0.14%,6279.35,6267.39,6385.99,6385.51,6357.09,6339.47,6251.75,6307.9,6269.48,6302.57,6279.35,6273.370000000001,6310.910000000001,6329.5599999999995,6335.066000000001,6335.8,6323.7928571428565,6321.80625,6315.992222222222,6314.65
2021-05-14,6385.14,"6,335.82","6,385.67","6,301.19",66.94M,1.54%,6288.33,6279.35,6267.39,6385.99,6385.51,6357.09,6339.47,6251.75,6307.9,6269.48,6288.33,6283.84,6278.356666666667,6305.265,6321.314,6327.276666666668,6329.018571428572,6319.360000000001,6318.086666666666,6313.226000000001
2021-05-17,6367.35,"6,397.22","6,410.21","6,349.33",62.54M,-0.28%,6385.14,6288.33,6279.35,6267.39,6385.99,6385.51,6357.09,6339.47,6251.75,6307.9,6385.14,6336.735000000001,6317.606666666667,6305.0525,6321.24,6331.951666666667,6335.542857142857,6336.0337500000005,6326.668888888889,6324.7919999999995
2021-05-18,6353.67,"6,406.18","6,412.91","6,343.55",74.13M,-0.21%,6367.35,6385.14,6288.33,6279.35,6267.39,6385.99,6385.51,6357.09,6339.47,6251.75,6367.35,6376.245000000001,6346.94,6330.0425000000005,6317.512000000001,6328.925,6337.0085714285715,6339.51875,6339.513333333333,6330.737
2021-05-19,6262.55,"6,292.05","6,310.49","6,192.33",92.76M,-1.43%,6353.67,6367.35,6385.14,6288.33,6279.35,6267.39,6385.99,6385.51,6357.09,6339.47,6353.67,6360.51,6368.72,6348.6224999999995,6334.768,6323.538333333334,6332.46,6339.09125,6341.091111111112,6340.929
2021-05-20,6343.58,"6,296.25","6,343.58","6,267.55",68.53M,1.29%,6262.55,6353.67,6367.35,6385.14,6288.33,6279.35,6267.39,6385.99,6385.51,6357.09,6262.55,6308.110000000001,6327.856666666667,6342.1775,6331.408,6322.731666666667,6314.825714285714,6323.72125,6330.586666666666,6333.237
2021-05-21,6386.41,"6,360.88","6,402.10","6,351.95",75.86M,0.68%,6343.58,6262.55,6353.67,6367.35,6385.14,6288.33,6279.35,6267.39,6385.99,6385.51,6343.58,6303.0650000000005,6319.933333333333,6331.7875,6342.4580000000005,6333.436666666667,6325.71,6318.42,6325.927777777778,6331.886
2021-05-24,6408.49,"6,395.96","6,408.49","6,382.71",35.00M,0.35%,6386.41,6343.58,6262.55,6353.67,6367.35,6385.14,6288.33,6279.35,6267.39,6385.99,6386.41,6364.995,6330.846666666667,6336.5525,6342.712,6349.783333333333,6341.004285714285,6333.297500000001,6325.974444444445,6331.976
2021-05-25,6390.27,"6,416.61","6,422.83","6,390.27",59.10M,-0.28%,6408.49,6386.41,6343.58,6262.55,6353.67,6367.35,6385.14,6288.33,6279.35,6267.39,6408.49,6397.45,6379.493333333333,6350.2575,6350.94,6353.675,6358.17,6349.4400000000005,6341.652222222223,6334.226000000001
2021-05-26,6391.6,"6,403.95","6,413.72","6,375.14",58.34M,0.02%,6390.27,6408.49,6386.41,6343.58,6262.55,6353.67,6367.35,6385.14,6288.33,6279.35,6390.27,6399.38,6395.056666666666,6382.1875,6358.26,6357.495,6358.902857142857,6362.1825,6353.9766666666665,6346.514
2021-05-27,6435.71,"6,379.83","6,467.72","6,379.83",147.52M,0.69%,6391.6,6390.27,6408.49,6386.41,6343.58,6262.55,6353.67,6367.35,6385.14,6288.33,6391.6,6390.935,6396.786666666667,6394.1925,6384.07,6363.816666666667,6362.367142857144,6362.99,6365.451111111111,6357.739
2021-05-28,6484.11,"6,453.12","6,493.72","6,448.87",64.75M,0.75%,6435.71,6391.6,6390.27,6408.49,6386.41,6343.58,6262.55,6353.67,6367.35,6385.14,6435.71,6413.655000000001,6405.860000000001,6406.5175,6402.496,6392.676666666666,6374.087142857143,6371.535000000001,6371.070000000001,6372.477000000001
2021-05-31,6447.17,"6,483.32","6,496.32","6,441.76",41.78M,-0.57%,6484.11,6435.71,6391.6,6390.27,6408.49,6386.41,6343.58,6262.55,6353.67,6367.35,6484.11,6459.91,6437.139999999999,6425.422500000001,6422.036,6416.098333333332,6405.738571428571,6387.84,6384.043333333333,6382.374000000001
2021-06-01,6489.4,"6,470.42","6,521.57","6,464.71",61.10M,0.66%,6447.17,6484.11,6435.71,6391.6,6390.27,6408.49,6386.41,6343.58,6262.55,6353.67,6447.17,6465.639999999999,6455.663333333333,6439.647499999999,6429.772,6426.224999999999,6420.537142857143,6410.9175000000005,6394.432222222222,6390.356000000001
2021-06-02,6521.52,"6,489.90","6,521.82","6,482.10",55.39M,0.49%,6489.4,6447.17,6484.11,6435.71,6391.6,6390.27,6408.49,6386.41,6343.58,6262.55,6489.4,6468.285,6473.56,6464.0975,6449.598,6439.71,6435.25,6429.145,6419.637777777778,6403.928999999999
2021-06-03,6507.92,"6,518.58","6,522.23","6,473.67",55.26M,-0.21%,6521.52,6489.4,6447.17,6484.11,6435.71,6391.6,6390.27,6408.49,6386.41,6343.58,6521.52,6505.46,6486.03,6485.55,6475.582,6461.584999999999,6451.397142857143,6446.03375,6439.408888888889,6429.826
2021-06-04,6515.66,"6,514.27","6,517.93","6,497.39",51.80M,0.12%,6507.92,6521.52,6489.4,6447.17,6484.11,6435.71,6391.6,6390.27,6408.49,6386.41,6507.92,6514.72,6506.28,6491.5025000000005,6490.024,6480.971666666667,6468.204285714286,6458.4625,6452.91,6446.26
2021-06-07,6543.56,"6,509.98","6,560.39","6,485.80",57.85M,0.43%,6515.66,6507.92,6521.52,6489.4,6447.17,6484.11,6435.71,6391.6,6390.27,6408.49,6515.66,6511.79,6515.033333333333,6508.625,6496.334,6494.296666666666,6485.927142857144,6474.1362500000005,6464.817777777778,6459.185
2021-06-08,6551.01,"6,545.69","6,574.21","6,540.71",65.45M,0.11%,6543.56,6515.66,6507.92,6521.52,6489.4,6447.17,6484.11,6435.71,6391.6,6390.27,6543.56,6529.610000000001,6522.38,6522.165,6515.612,6504.205000000001,6501.334285714285,6493.13125,6481.85,6472.692
2021-06-09,6563.45,"6,561.93","6,570.82","6,533.37",61.45M,0.19%,6551.01,6543.56,6515.66,6507.92,6521.52,6489.4,6447.17,6484.11,6435.71,6391.6,6551.01,6547.285,6536.743333333333,6529.5375,6527.934,6521.511666666666,6510.891428571428,6507.54375,6499.562222222223,6488.7660000000005
2021-06-10,6546.49,"6,574.59","6,574.59","6,526.23",75.22M,-0.26%,6563.45,6551.01,6543.56,6515.66,6507.92,6521.52,6489.4,6447.17,6484.11,6435.71,6563.45,6557.23,6552.673333333333,6543.42,6536.32,6533.8533333333335,6527.502857142857,6517.46125,6513.7555555555555,6505.950999999999
2021-06-11,6600.66,"6,550.30","6,607.61","6,549.83",68.90M,0.83%,6546.49,6563.45,6551.01,6543.56,6515.66,6507.92,6521.52,6489.4,6447.17,6484.11,6546.49,6554.969999999999,6553.649999999999,6551.1275,6544.034000000001,6538.014999999999,6535.658571428571,6529.876249999999,6520.686666666667,6517.0289999999995
2021-06-14,6616.35,"6,625.55","6,650.16","6,599.27",64.52M,0.24%,6600.66,6546.49,6563.45,6551.01,6543.56,6515.66,6507.92,6521.52,6489.4,6447.17,6600.66,6573.575,6570.2,6565.4025,6561.034,6553.471666666667,6546.964285714285,6543.7837500000005,6537.7411111111105,6528.683999999999
2021-06-15,6639.52,"6,643.42","6,655.66","6,634.45",67.45M,0.35%,6616.35,6600.66,6546.49,6563.45,6551.01,6543.56,6515.66,6507.92,6521.52,6489.4,6616.35,6608.505,6587.833333333333,6581.737499999999,6575.592,6570.253333333333,6562.454285714286,6555.6375,6551.846666666667,6545.602
2021-06-16,6652.65,"6,657.52","6,659.38","6,632.36",69.89M,0.20%,6639.52,6616.35,6600.66,6546.49,6563.45,6551.01,6543.56,6515.66,6507.92,6521.52,6639.52,6627.935,6618.843333333333,6600.755000000001,6593.294,6586.246666666667,6580.148571428572,6572.087500000001,6564.957777777778,6560.614
2021-06-17,6666.26,"6,636.70","6,674.37","6,631.63",70.68M,0.20%,6652.65,6639.52,6616.35,6600.66,6546.49,6563.45,6551.01,6543.56,6515.66,6507.92,6652.65,6646.085,6636.173333333333,6627.295,6611.134,6603.186666666666,6595.732857142858,6589.21125,6581.038888888889,6573.727000000001
2021-06-18,6569.16,"6,657.23","6,687.29","6,560.12",170.61M,-1.46%,6666.26,6652.65,6639.52,6616.35,6600.66,6546.49,6563.45,6551.01,6543.56,6515.66,6666.26,6659.455,6652.81,6643.695,6635.088000000001,6620.321666666667,6612.197142857142,6604.54875,6597.772222222222,6589.561
2021-06-21,6602.54,"6,525.03","6,607.99","6,511.93",78.94M,0.51%,6569.16,6666.26,6652.65,6639.52,6616.35,6600.66,6546.49,6563.45,6551.01,6543.56,6569.16,6617.71,6629.356666666667,6631.897500000001,6628.7880000000005,6624.100000000001,6613.012857142858,6606.8175,6600.616666666667,6594.911
2021-06-22,6611.5,"6,609.98","6,622.20","6,583.50",65.10M,0.14%,6602.54,6569.16,6666.26,6652.65,6639.52,6616.35,6600.66,6546.49,6563.45,6551.01,6602.54,6585.85,6612.653333333333,6622.652499999999,6626.026000000001,6624.413333333334,6621.020000000001,6611.703750000001,6606.3422222222225,6600.808999999999
2021-06-23,6551.07,"6,616.73","6,619.02","6,551.07",70.38M,-0.91%,6611.5,6602.54,6569.16,6666.26,6652.65,6639.52,6616.35,6600.66,6546.49,6563.45,6611.5,6607.02,6594.400000000001,6612.365,6620.4220000000005,6623.6050000000005,6622.568571428572,6619.83,6611.681111111112,6606.858
2021-06-24,6631.15,"6,576.07","6,639.83","6,572.81",74.43M,1.22%,6551.07,6611.5,6602.54,6569.16,6666.26,6652.65,6639.52,6616.35,6600.66,6546.49,6551.07,6581.285,6588.37,6583.567499999999,6600.106,6608.863333333334,6613.242857142858,6613.63125,6612.19,6605.62
2021-06-25,6622.87,"6,637.68","6,641.90","6,604.86",59.35M,-0.12%,6631.15,6551.07,6611.5,6602.54,6569.16,6666.26,6652.65,6639.52,6616.35,6600.66,6631.15,6591.11,6597.906666666666,6599.0650000000005,6593.084,6605.279999999999,6612.047142857142,6615.48125,6615.577777777778,6614.086
2021-06-28,6558.02,"6,611.99","6,633.73","6,556.88",63.80M,-0.98%,6622.87,6631.15,6551.07,6611.5,6602.54,6569.16,6666.26,6652.65,6639.52,6616.35,6622.87,6627.01,6601.696666666666,6604.1475,6603.826000000001,6598.048333333333,6607.7928571428565,6613.4,6616.302222222223,6616.307000000001
2021-06-29,6567.43,"6,564.07","6,599.88","6,561.09",61.81M,0.14%,6558.02,6622.87,6631.15,6551.07,6611.5,6602.54,6569.16,6666.26,6652.65,6639.52,6558.02,6590.445,6604.013333333333,6590.7775,6594.9220000000005,6596.191666666666,6592.33,6601.571250000001,6607.246666666667,6610.474
2021-06-30,6507.83,"6,562.17","6,575.84","6,474.43",88.78M,-0.91%,6567.43,6558.02,6622.87,6631.15,6551.07,6611.5,6602.54,6569.16,6666.26,6652.65,6567.43,6562.725,6582.7733333333335,6594.8675,6586.108,6590.339999999999,6592.082857142857,6589.217500000001,6597.777777777777,6603.264999999999
